"fname","lname","week","yr","actual","rating","home","pts_1y","rerec_1y","reyds_1y","retd_1y","pts_2y","rerec_2y","reyds_2y","retd_2y","pts_1wk","rerec_1wk","reyds_1wk","retd_1wk","pts_2wk","rerec_2wk","reyds_2wk","retd_2wk"
" Dion"," Sims","14","2016","6","4","1","13","18","127","1","35","24","284","2","3","3","39","0","11","4","53","1"
" Greg"," Olsen","14","2016","8","12","1","145","77","1104","7","131","84","1008","6","3","3","30","0","4","4","45","0"
" Hunter"," Henry","14","2016","7","13","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","1","14","0","8","2","20","1"
" Jack"," Doyle","14","2016","5","20","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","20","18","118","2","2","4","30","0","2","2","25","0"
" Jared"," Cook","14","2016","1","8","1","42","39","481","0","75","52","634","3","1","3","19","0","0","1","7","0"
" Jermaine"," Gresham","14","2016","4","7","0","22","18","223","1","69","62","460","5","5","5","52","0","9","5","35","1"
" Jimmy"," Graham","14","2016","1","16","0","69","48","605","2","139","85","889","10","12","6","63","1","5","6","67","0"
" Kyle"," Rudolph","14","2016","12","28","0","74","49","495","5","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","4","6","45","0","6","9","64","0"
" Lance"," Kendricks","14","2016","1","15","1","31","25","245","2","50","27","259","5","1","2","13","0","11","4","51","1"
" Levine"," Toilolo","14","2016","1","21","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","29","31","238","2","4","1","42","0","1","1","18","0"
" Martellus"," Bennett","14","2016","13","5","1","56","53","439","3","123","90","916","6","0","2","4","0","2","3","22","0"
" Mychal"," Rivera","14","2016","2","3","0","29","32","280","1","70","58","534","4","5","3","57","0","1","2","13","0"
" Ryan"," Griffin","14","2016","2","23","0","33","20","251","2","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","8","4","35","1","3","4","36","0"
" Travis"," Kelce","14","2016","10","18","1","111","72","875","5","105","67","862","5","14","8","140","0","10","8","101","0"
" Trey"," Burton","14","2016","6","17","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","5","5","53","0","1","3","10","0"
" Tyler"," Eifert","14","2016","16","27","0","135","52","615","13","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","8","2","25","1","12","5","68","1"
" Will"," Tye","14","2016","1","17","1","58","42","464","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","2","22","0","1","2","12","0"
" Zach"," Ertz","14","2016","11","17","1","90","75","853","2","79","58","702","3","13","9","79","1","3","3","36","0"
" Antonio"," Gates","15","2016","1","18","1","88","56","630","5","148","69","821","12","6","5","61","0","3","4","37","0"
" Cameron"," Brate","15","2016","13","17","0","41","23","288","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","4","4","47","0","14","6","86","1"
" Clive"," Walford","15","2016","1","12","0","46","28","329","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","2","21","0","1","1","18","0"
" Coby"," Fleener","15","2016","1","7","0","63","54","491","3","118","51","774","8","0","1","6","0","8","5","86","0"
" Darren"," Fells","15","2016","1","26","1","44","21","311","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","1","12","0","0","1","9","0"
" Dennis"," Pitta","15","2016","1","4","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","4","18","0","20","9","90","2"
" Dion"," Sims","15","2016","15","25","0","13","18","127","1","35","24","284","2","6","2","9","1","3","3","39","0"
" Eric"," Ebron","15","2016","3","10","0","76","47","537","5","26","25","248","1","3","4","32","0","3","4","38","0"
" Greg"," Olsen","15","2016","8","20","0","145","77","1104","7","131","84","1008","6","8","4","87","0","3","3","30","0"
" Hunter"," Henry","15","2016","9","18","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","7","2","13","1","1","1","14","0"
" Jack"," Doyle","15","2016","3","1","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","20","18","118","2","5","5","55","0","2","4","30","0"
" Jared"," Cook","15","2016","8","14","0","42","39","481","0","75","52","634","3","1","1","15","0","1","3","19","0"
" Jerell"," Adams","15","2016","1","21","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","2","11","0","1","1","10","0"
" Jermaine"," Gresham","15","2016","4","26","1","22","18","223","1","69","62","460","5","4","5","45","0","5","5","52","0"
" Jimmy"," Graham","15","2016","3","21","1","69","48","605","2","139","85","889","10","1","1","16","0","12","6","63","1"
" Kyle"," Rudolph","15","2016","9","19","1","74","49","495","5","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","12","4","60","1","4","6","45","0"
" Levine"," Toilolo","15","2016","3","24","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","29","31","238","2","1","1","19","0","4","1","42","0"
" Martellus"," Bennett","15","2016","3","3","0","56","53","439","3","123","90","916","6","13","4","70","1","0","2","4","0"
" Mychal"," Rivera","15","2016","1","12","0","29","32","280","1","70","58","534","4","2","3","26","0","5","3","57","0"
" Ryan"," Griffin","15","2016","8","27","1","33","20","251","2","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","2","23","0","8","4","35","1"
" Travis"," Kelce","15","2016","4","23","1","111","72","875","5","105","67","862","5","10","5","101","0","14","8","140","0"
" Tyler"," Higbee","15","2016","1","9","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","8","0","1","2","16","0"
" Vernon"," Davis","15","2016","2","13","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","30","26","245","2","0","1","1","0","4","5","47","0"
" Will"," Tye","15","2016","2","21","1","58","42","464","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","2","19","0","2","2","22","0"
" Zach"," Ertz","15","2016","8","8","0","90","75","853","2","79","58","702","3","11","10","112","0","13","9","79","1"
" Antonio"," Gates","16","2016","15","30","0","88","56","630","5","148","69","821","12","1","1","11","0","6","5","61","0"
" Ben"," Koyack","16","2016","1","25","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","2","0","1","2","19","0"
" Brent"," Celek","16","2016","2","8","1","53","27","398","3","33","32","340","1","0","1","5","0","0","2","7","0"
" Cameron"," Brate","16","2016","7","28","0","41","23","288","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","13","5","73","1","4","4","47","0"
" Charles"," Clay","16","2016","20","6","1","65","51","528","3","73","58","605","3","13","7","72","1","11","3","52","1"
" Clive"," Walford","16","2016","8","23","1","46","28","329","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","1","13","0","2","2","21","0"
" Coby"," Fleener","16","2016","3","10","1","63","54","491","3","118","51","774","8","1","2","10","0","0","1","6","0"
" Delanie"," Walker","16","2016","8","27","0","143","94","1088","6","105","63","890","4","5","6","55","0","3","2","30","0"
" Dennis"," Pitta","16","2016","7","17","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","2","16","0","1","4","18","0"
" Dion"," Sims","16","2016","1","12","0","13","18","127","1","35","24","284","2","15","4","31","2","6","2","9","1"
" Eric"," Ebron","16","2016","9","16","0","76","47","537","5","26","25","248","1","3","4","36","0","3","4","32","0"
" Garrett"," Celek","16","2016","3","21","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","8","2","22","1","0","1","5","0"
" Gary"," Barnidge","16","2016","4","11","1","149","79","1043","9","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","3","2","35","0","2","3","27","0"
" Greg"," Olsen","16","2016","5","13","1","145","77","1104","7","131","84","1008","6","8","6","85","0","8","4","87","0"
" Jack"," Doyle","16","2016","4","20","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","20","18","118","2","3","4","32","0","5","5","55","0"
" Jared"," Cook","16","2016","3","3","1","42","39","481","0","75","52","634","3","8","6","85","0","1","1","15","0"
" Jason"," Witten","16","2016","9","24","1","81","77","713","3","93","64","703","5","4","10","51","0","2","4","26","0"
" Jermaine"," Gresham","16","2016","4","9","0","22","18","223","1","69","62","460","5","4","3","42","0","4","5","45","0"
" Jimmy"," Graham","16","2016","10","5","1","69","48","605","2","139","85","889","10","3","1","31","0","1","1","16","0"
" Kyle"," Rudolph","16","2016","5","15","0","74","49","495","5","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","9","8","97","0","12","4","60","1"
" Lance"," Kendricks","16","2016","3","26","1","31","25","245","2","50","27","259","5","0","1","5","0","1","1","13","0"
" Levine"," Toilolo","16","2016","1","14","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","29","31","238","2","3","1","30","0","1","1","19","0"
" Martellus"," Bennett","16","2016","7","29","1","56","53","439","3","123","90","916","6","3","2","35","0","13","4","70","1"
" Richard"," Rodgers","16","2016","8","3","1","94","58","510","8","31","20","225","2","1","1","10","0","0","1","8","0"
" Travis"," Kelce","16","2016","22","4","1","111","72","875","5","105","67","862","5","4","3","41","0","10","5","101","0"
" Tyler"," Higbee","16","2016","6","26","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","1","15","0","0","1","8","0"
" Vernon"," Davis","16","2016","1","18","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","30","26","245","2","2","4","23","0","0","1","1","0"
" Will"," Tye","16","2016","2","1","0","58","42","464","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","4","25","0","1","2","19","0"
" Zach"," Ertz","16","2016","3","8","1","90","75","853","2","79","58","702","3","8","6","80","0","11","10","112","0"
" Antonio"," Gates","17","2016","11","3","1","88","56","630","5","148","69","821","12","15","8","94","1","1","1","11","0"
" Ben"," Koyack","17","2016","8","22","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","2","12","0","0","1","2","0"
" Charles"," Clay","17","2016","2","27","0","65","51","528","3","73","58","605","3","20","8","85","2","13","7","72","1"
" Clive"," Walford","17","2016","1","4","0","46","28","329","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","8","2","20","1","1","1","13","0"
" Coby"," Fleener","17","2016","3","13","0","63","54","491","3","118","51","774","8","3","2","30","0","1","2","10","0"
" Delanie"," Walker","17","2016","3","17","1","143","94","1088","6","105","63","890","4","8","3","23","1","5","6","55","0"
" Dennis"," Pitta","17","2016","9","16","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","7","8","75","0","1","2","16","0"
" Dwayne"," Allen","17","2016","9","25","1","13","16","109","1","82","29","395","8","3","3","31","0","1","1","13","0"
" Eric"," Ebron","17","2016","6","14","1","76","47","537","5","26","25","248","1","9","8","93","0","3","4","36","0"
" Erik"," Swoope","17","2016","2","25","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","4","1","45","0","11","3","50","1"
" Garrett"," Celek","17","2016","6","8","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","3","4","39","0","8","2","22","1"
" Gary"," Barnidge","17","2016","10","12","0","149","79","1043","9","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","4","5","42","0","3","2","35","0"
" Greg"," Olsen","17","2016","2","7","0","145","77","1104","7","131","84","1008","6","5","6","59","0","8","6","85","0"
" Jack"," Doyle","17","2016","7","25","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","20","18","118","2","4","5","46","0","3","4","32","0"
" Jared"," Cook","17","2016","5","24","0","42","39","481","0","75","52","634","3","3","3","37","0","8","6","85","0"
" Jason"," Witten","17","2016","1","2","0","81","77","713","3","93","64","703","5","9","2","33","1","4","10","51","0"
" Jimmy"," Graham","17","2016","6","26","0","69","48","605","2","139","85","889","10","10","2","43","1","3","1","31","0"
" Kyle"," Rudolph","17","2016","17","21","1","74","49","495","5","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","5","6","53","0","9","8","97","0"
" Lance"," Kendricks","17","2016","1","2","1","31","25","245","2","50","27","259","5","3","3","36","0","0","1","5","0"
" Levine"," Toilolo","17","2016","1","28","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","29","31","238","2","1","1","10","0","3","1","30","0"
" Martellus"," Bennett","17","2016","9","9","0","56","53","439","3","123","90","916","6","7","2","19","1","3","2","35","0"
" Trey"," Burton","17","2016","3","15","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","3","0","0","2","2","0"
" Vernon"," Davis","17","2016","4","6","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","30","26","245","2","1","1","13","0","2","4","23","0"
